Model,Scenario,Region,Variable,Unit,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
REMIND-MAGPIE,SSP5-34,World,Primary Energy|Gas,EJ/yr,112.200,140.850,169.500,204.750,240.000,269.850,299.700,317.200,334.700,330.450,326.200,306.700,287.200,246.250,205.300,159.000,112.700,92.960,73.220
REMIND-MAGPIE,SSP5-Baseline,World,Primary Energy|Gas,EJ/yr,112.200,134.250,156.300,187.250,218.200,265.900,313.600,346.050,378.500,399.850,421.200,442.400,463.600,470.850,478.100,469.300,460.500,453.500,446.500
WITCH-GLOBIOM,SSP1-19,World,Primary Energy|Gas,EJ/yr,113.462,119.373,125.284,73.975,22.665,20.373,18.082,16.501,14.920,13.842,12.764,11.310,9.857,8.042,6.227,5.311,4.395,3.621,2.847
WITCH-GLOBIOM,SSP1-26,World,Primary Energy|Gas,EJ/yr,113.462,120.194,126.927,96.823,66.720,61.037,55.354,52.294,49.234,45.132,41.030,36.748,32.466,28.489,24.511,21.286,18.062,15.349,12.637
WITCH-GLOBIOM,SSP2-45,World,Primary Energy|Gas,EJ/yr,113.462,127.992,142.521,147.755,152.990,159.307,165.623,166.575,167.527,167.752,167.977,168.780,169.584,167.756,165.928,164.767,163.606,157.611,151.616
WITCH-GLOBIOM,SSP3-Baseline,World,Primary Energy|Gas,EJ/yr,113.462,141.313,169.164,185.594,202.023,208.933,215.843,218.648,221.453,220.409,219.364,217.222,215.081,210.790,206.500,201.984,197.468,189.397,181.325
WITCH-GLOBIOM,SSP4-34,World,Primary Energy|Gas,EJ/yr,113.462,123.479,133.495,130.887,128.279,129.658,131.037,125.029,119.020,112.480,105.940,98.770,91.600,83.383,75.166,69.465,63.764,58.212,52.661
WITCH-GLOBIOM,SSP4-60,World,Primary Energy|Gas,EJ/yr,113.462,123.975,134.489,146.969,159.450,165.568,171.687,176.028,180.370,180.264,180.158,180.192,180.225,175.800,171.374,168.092,164.810,159.212,153.614
WITCH-GLOBIOM,SSP5-34,World,Primary Energy|Gas,EJ/yr,113.462,124.685,135.907,112.476,89.046,90.884,92.723,91.860,90.996,85.669,80.341,75.604,70.867,64.258,57.649,50.698,43.747,38.032,32.318
WITCH-GLOBIOM,SSP5-Baseline,World,Primary Energy|Gas,EJ/yr,113.462,134.135,154.807,180.300,205.792,236.399,267.005,292.471,317.938,331.669,345.401,346.505,347.609,338.717,329.826,313.803,297.780,275.804,253.827
