Model,Scenario,Region,Variable,Unit,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
IMAGE,SSP1-19,R5.2MAF,Consumption,billion US$2005/yr,3215.993,4257.357,5298.720,7132.209,8965.697,11745.280,14524.862,18310.898,22096.934,27717.253,33337.572,40452.742,47567.912,55594.314,63620.716,72085.580,80550.443,88757.239,96964.035
IMAGE,SSP1-26,R5.2MAF,Consumption,billion US$2005/yr,3215.993,4257.357,5298.720,7132.209,8965.697,11745.280,14524.862,18310.898,22096.934,27717.253,33337.572,40452.742,47567.912,55594.314,63620.716,72085.580,80550.443,88757.239,96964.035
IMAGE,SSP1-34,R5.2MAF,Consumption,billion US$2005/yr,3215.993,4257.357,5298.720,7132.209,8965.697,11745.280,14524.862,18310.898,22096.934,27717.253,33337.572,40452.742,47567.912,55594.314,63620.716,72085.580,80550.443,88757.239,96964.035
IMAGE,SSP1-45,R5.2MAF,Consumption,billion US$2005/yr,3215.993,4257.357,5298.720,7132.209,8965.697,11745.280,14524.862,18310.898,22096.934,27717.253,33337.572,40452.742,47567.912,55594.314,63620.716,72085.580,80550.443,88757.239,96964.035
IMAGE,SSP1-Baseline,R5.2MAF,Consumption,billion US$2005/yr,3215.993,4257.357,5298.720,7132.209,8965.697,11745.280,14524.862,18310.898,22096.934,27717.253,33337.572,40452.742,47567.912,55594.314,63620.716,72085.580,80550.443,88757.239,96964.035
IMAGE,SSP2-26,R5.2MAF,Consumption,billion US$2005/yr,3215.993,4284.452,5352.911,6956.671,8560.431,10509.087,12457.743,15003.454,17549.165,21491.242,25433.320,30907.020,36380.721,43549.243,50717.765,59701.197,68684.628,79435.132,90185.637
IMAGE,SSP2-34,R5.2MAF,Consumption,billion US$2005/yr,3215.993,4284.452,5352.911,6956.671,8560.431,10509.087,12457.743,15003.454,17549.165,21491.242,25433.320,30907.020,36380.721,43549.243,50717.765,59701.197,68684.628,79435.132,90185.637
IMAGE,SSP2-45,R5.2MAF,Consumption,billion US$2005/yr,3215.993,4284.452,5352.911,6956.671,8560.431,10509.087,12457.743,15003.454,17549.165,21491.242,25433.320,30907.020,36380.721,43549.243,50717.765,59701.197,68684.628,79435.132,90185.637
IMAGE,SSP2-60,R5.2MAF,Consumption,billion US$2005/yr,3215.993,4284.452,5352.911,6956.671,8560.431,10509.087,12457.743,15003.454,17549.165,21491.242,25433.320,30907.020,36380.721,43549.243,50717.765,59701.197,68684.628,79435.132,90185.637
IMAGE,SSP2-Baseline,R5.2MAF,Consumption,billion US$2005/yr,3215.993,4284.452,5352.911,6956.671,8560.431,10509.087,12457.743,15003.454,17549.165,21491.242,25433.320,30907.020,36380.721,43549.243,50717.765,59701.197,68684.628,79435.132,90185.637
IMAGE,SSP3-34,R5.2MAF,Consumption,billion US$2005/yr,3215.993,4292.001,5368.008,6783.051,8198.095,9566.569,10935.043,12309.120,13683.196,15525.398,17367.600,19694.879,22022.157,24921.394,27820.630,31296.550,34772.471,38835.507,42898.542
IMAGE,SSP3-45,R5.2MAF,Consumption,billion US$2005/yr,3215.993,4292.001,5368.008,6783.051,8198.095,9566.569,10935.043,12309.120,13683.196,15525.398,17367.600,19694.879,22022.157,24921.394,27820.630,31296.550,34772.471,38835.507,42898.542
IMAGE,SSP3-60,R5.2MAF,Consumption,billion US$2005/yr,3215.993,4292.001,5368.008,6783.051,8198.095,9566.569,10935.043,12309.120,13683.196,15525.398,17367.600,19694.879,22022.157,24921.394,27820.630,31296.550,34772.471,38835.507,42898.542
IMAGE,SSP3-Baseline,R5.2MAF,Consumption,billion US$2005/yr,3215.993,4292.001,5368.008,6783.051,8198.095,9566.569,10935.043,12309.120,13683.196,15525.398,17367.600,19694.879,22022.157,24921.394,27820.630,31296.550,34772.471,38835.507,42898.542
IMAGE,SSP4-26,R5.2MAF,Consumption,billion US$2005/yr,3215.993,4390.725,5565.457,7110.307,8655.157,10250.781,11846.406,13439.601,15032.797,17008.904,18985.011,21249.625,23514.238,26069.743,28625.248,31515.593,34405.938,37676.690,40947.443
IMAGE,SSP4-34,R5.2MAF,Consumption,billion US$2005/yr,3215.993,4390.725,5565.457,7110.307,8655.157,10250.781,11846.406,13439.601,15032.797,17008.904,18985.011,21249.625,23514.238,26069.743,28625.248,31515.593,34405.938,37676.690,40947.443
IMAGE,SSP4-45,R5.2MAF,Consumption,billion US$2005/yr,3215.993,4390.725,5565.457,7110.307,8655.157,10250.781,11846.406,13439.601,15032.797,17008.904,18985.011,21249.625,23514.238,26069.743,28625.248,31515.593,34405.938,37676.690,40947.443
IMAGE,SSP4-60,R5.2MAF,Consumption,billion US$2005/yr,3215.993,4390.725,5565.457,7110.307,8655.157,10250.781,11846.406,13439.601,15032.797,17008.904,18985.011,21249.625,23514.238,26069.743,28625.248,31515.593,34405.938,37676.690,40947.443
IMAGE,SSP4-Baseline,R5.2MAF,Consumption,billion US$2005/yr,3215.993,4390.725,5565.457,7110.307,8655.157,10250.781,11846.406,13439.601,15032.797,17008.904,18985.011,21249.625,23514.238,26069.743,28625.248,31515.593,34405.938,37676.690,40947.443
IMAGE,SSP5-34,R5.2MAF,Consumption,billion US$2005/yr,3215.993,4399.957,5583.922,7901.688,10219.454,14294.095,18368.735,24164.607,29960.478,38726.834,47493.191,59148.784,70804.377,84917.746,99031.116,115314.629,131598.142,149277.871,166957.600
IMAGE,SSP5-45,R5.2MAF,Consumption,billion US$2005/yr,3215.993,4399.957,5583.922,7901.688,10219.454,14294.095,18368.735,24164.607,29960.478,38726.834,47493.191,59148.784,70804.377,84917.746,99031.116,115314.629,131598.142,149277.871,166957.600
IMAGE,SSP5-60,R5.2MAF,Consumption,billion US$2005/yr,3215.993,4399.957,5583.922,7901.688,10219.454,14294.095,18368.735,24164.607,29960.478,38726.834,47493.191,59148.784,70804.377,84917.746,99031.116,115314.629,131598.142,149277.871,166957.600
IMAGE,SSP5-Baseline,R5.2MAF,Consumption,billion US$2005/yr,3215.993,4399.957,5583.922,7901.688,10219.454,14294.095,18368.735,24164.607,29960.478,38726.834,47493.191,59148.784,70804.377,84917.746,99031.116,115314.629,131598.142,149277.871,166957.600
MESSAGE-GLOBIOM,SSP1-19,R5.2MAF,Consumption,billion US$2005/yr,1920.500,2560.070,3199.640,4423.820,5648.000,7936.550,10225.100,14069.950,17914.800,24197.400,30480.000,39837.000,49194.000,60894.000,72594.000,88170.500,103747.000,119271.500,134796.000
MESSAGE-GLOBIOM,SSP1-26,R5.2MAF,Consumption,billion US$2005/yr,1918.230,2548.920,3179.610,4433.905,5688.200,8008.650,10329.100,14235.850,18142.600,24498.300,30854.000,40263.500,49673.000,61455.000,73237.000,88906.000,104575.000,119919.500,135264.000
MESSAGE-GLOBIOM,SSP1-34,R5.2MAF,Consumption,billion US$2005/yr,1920.280,2551.700,3183.120,4446.360,5709.600,8043.100,10376.600,14307.650,18238.700,24645.850,31053.000,40524.000,49995.000,61780.000,73565.000,89269.500,104974.000,120298.500,135623.000
MESSAGE-GLOBIOM,SSP1-45,R5.2MAF,Consumption,billion US$2005/yr,1921.250,2553.240,3185.230,4455.565,5725.900,8067.150,10408.400,14349.350,18290.300,24714.650,31139.000,40641.500,50144.000,61980.000,73816.000,89558.500,105301.000,120616.000,135931.000
MESSAGE-GLOBIOM,SSP1-Baseline,R5.2MAF,Consumption,billion US$2005/yr,1922.390,2554.945,3187.500,4458.650,5729.800,8075.450,10421.100,14364.400,18307.700,24738.850,31170.000,40691.500,50213.000,62064.500,73916.000,89670.000,105424.000,120801.500,136179.000
MESSAGE-GLOBIOM,SSP2-19,R5.2MAF,Consumption,billion US$2005/yr,1926.600,2581.520,3236.440,4417.870,5599.300,7234.950,8870.600,11108.000,13345.400,16773.300,20201.200,25935.600,31670.000,40191.000,48712.000,61385.500,74059.000,87375.500,100692.000
MESSAGE-GLOBIOM,SSP2-26,R5.2MAF,Consumption,billion US$2005/yr,1929.100,2574.805,3220.510,4390.505,5560.500,7234.300,8908.100,11290.300,13672.500,17273.400,20874.300,26793.650,32713.000,41385.500,50058.000,63128.500,76199.000,90279.000,104359.000
MESSAGE-GLOBIOM,SSP2-34,R5.2MAF,Consumption,billion US$2005/yr,1930.770,2577.125,3223.480,4402.240,5581.000,7274.050,8967.100,11389.750,13812.400,17467.050,21121.700,27152.850,33184.000,41957.500,50731.000,63966.500,77202.000,91597.000,105992.000
MESSAGE-GLOBIOM,SSP2-45,R5.2MAF,Consumption,billion US$2005/yr,1932.940,2579.810,3226.680,4407.490,5588.300,7289.100,8989.900,11425.550,13861.200,17555.650,21250.100,27334.050,33418.000,42268.500,51119.000,64389.000,77659.000,92169.500,106680.000
MESSAGE-GLOBIOM,SSP2-60,R5.2MAF,Consumption,billion US$2005/yr,1934.930,2583.045,3231.160,4409.230,5587.300,7289.850,8992.400,11439.500,13886.600,17598.300,21310.000,27388.000,33466.000,42338.500,51211.000,64576.500,77942.000,92618.000,107294.000
MESSAGE-GLOBIOM,SSP2-Baseline,R5.2MAF,Consumption,billion US$2005/yr,1934.650,2582.505,3230.360,4408.080,5585.800,7289.400,8993.000,11439.650,13886.300,17601.900,21317.500,27375.750,33434.000,42304.000,51174.000,64569.000,77964.000,92634.000,107304.000
MESSAGE-GLOBIOM,SSP3-34,R5.2MAF,Consumption,billion US$2005/yr,1915.810,2598.515,3281.220,4337.310,5393.400,6660.900,7928.400,9192.250,10456.100,11631.300,12806.500,14308.550,15810.600,17934.450,20058.300,23221.650,26385.000,28715.500,31046.000
MESSAGE-GLOBIOM,SSP3-45,R5.2MAF,Consumption,billion US$2005/yr,1922.300,2614.095,3305.890,4368.995,5432.100,6719.500,8006.900,9319.800,10632.700,11939.800,13246.900,14884.600,16522.300,18736.000,20949.700,24268.350,27587.000,31013.000,34439.000
MESSAGE-GLOBIOM,SSP3-60,R5.2MAF,Consumption,billion US$2005/yr,1926.070,2617.060,3308.050,4356.325,5404.600,6687.900,7971.200,9332.200,10693.200,12069.050,13444.900,15167.800,16890.700,19175.850,21461.000,24882.000,28303.000,31926.000,35549.000
MESSAGE-GLOBIOM,SSP3-Baseline,R5.2MAF,Consumption,billion US$2005/yr,1926.540,2618.570,3310.600,4358.900,5407.200,6682.850,7958.500,9321.400,10684.300,12064.650,13445.000,15173.650,16902.300,19218.100,21533.900,24961.450,28389.000,32131.500,35874.000
REMIND-MAGPIE,SSP1-Baseline,R5.2MAF,Consumption,billion US$2005/yr,2552.300,3302.150,4052.000,5148.500,6245.000,7812.000,9379.000,11195.500,13012.000,14810.000,16608.000,17984.500,19361.000,21200.500,23040.000,24415.000,25790.000,26965.000,28140.000
REMIND-MAGPIE,SSP2-Baseline,R5.2MAF,Consumption,billion US$2005/yr,2379.400,3105.700,3832.000,4805.500,5779.000,6997.500,8216.000,9632.000,11048.000,12611.500,14175.000,15631.000,17087.000,19203.500,21320.000,23365.000,25410.000,27490.000,29570.000
REMIND-MAGPIE,SSP5-Baseline,R5.2MAF,Consumption,billion US$2005/yr,2587.000,3338.000,4089.000,5307.500,6526.000,8463.000,10400.000,12765.500,15131.000,17687.500,20244.000,22262.000,24280.000,27245.000,30210.000,32665.000,35120.000,37385.000,39650.000
WITCH-GLOBIOM,SSP1-19,R5.2MAF,Consumption,billion US$2005/yr,1472.063,1925.397,2378.731,2815.860,3252.989,4140.234,5027.478,6258.318,7489.157,9350.642,11212.128,13836.280,16460.433,19809.564,23158.696,26997.263,30835.830,35314.961,39794.092
WITCH-GLOBIOM,SSP1-26,R5.2MAF,Consumption,billion US$2005/yr,1472.063,1964.414,2456.764,3139.846,3822.929,5000.446,6177.963,7839.909,9501.854,11765.046,14028.237,16721.113,19413.988,22167.638,24921.288,27756.040,30590.792,33750.614,36910.436
WITCH-GLOBIOM,SSP1-34,R5.2MAF,Consumption,billion US$2005/yr,1472.063,1969.180,2466.297,3285.135,4103.973,5446.184,6788.395,8726.731,10665.067,13395.128,16125.189,19671.792,23218.394,27400.738,31583.081,35928.575,40274.068,44176.922,48079.776
WITCH-GLOBIOM,SSP1-45,R5.2MAF,Consumption,billion US$2005/yr,1472.063,1976.547,2481.032,3343.093,4205.154,5607.494,7009.834,9044.226,11078.617,13911.666,16744.715,20406.678,24068.642,28410.765,32752.887,37353.626,41954.365,46262.095,50569.825
WITCH-GLOBIOM,SSP1-Baseline,R5.2MAF,Consumption,billion US$2005/yr,1472.063,1989.574,2507.085,3383.482,4259.878,5690.891,7121.905,9203.194,11284.484,14177.351,17070.218,20800.984,24531.750,28867.915,33204.080,37783.497,42362.914,46685.217,51007.520
WITCH-GLOBIOM,SSP2-26,R5.2MAF,Consumption,billion US$2005/yr,1433.186,1897.295,2361.405,2871.618,3381.830,4159.935,4938.039,6000.482,7062.925,8480.086,9897.246,11784.127,13671.008,16104.825,18538.643,21226.127,23913.612,27024.880,30136.148
WITCH-GLOBIOM,SSP2-34,R5.2MAF,Consumption,billion US$2005/yr,1433.186,1908.143,2383.101,3041.308,3699.515,4621.684,5543.854,6819.037,8094.220,9879.045,11663.870,14179.619,16695.369,19986.872,23278.375,27342.959,31407.543,36067.319,40727.095
WITCH-GLOBIOM,SSP2-45,R5.2MAF,Consumption,billion US$2005/yr,1433.186,1908.703,2384.219,3088.257,3792.294,4777.013,5761.733,7123.672,8485.611,10395.333,12305.055,15006.453,17707.850,21357.675,25007.501,29610.098,34212.694,39419.967,44627.241
WITCH-GLOBIOM,SSP2-60,R5.2MAF,Consumption,billion US$2005/yr,1433.186,1913.845,2394.505,3125.746,3856.988,4883.408,5909.827,7324.055,8738.283,10704.295,12670.306,15431.335,18192.365,21897.754,25603.144,30321.852,35040.560,40570.186,46099.812
WITCH-GLOBIOM,SSP2-Baseline,R5.2MAF,Consumption,billion US$2005/yr,1433.186,1926.253,2419.320,3166.368,3913.416,4956.386,5999.355,7444.584,8889.813,10892.663,12895.513,15666.631,18437.748,22140.064,25842.380,30577.260,35312.140,40831.542,46350.943
WITCH-GLOBIOM,SSP3-34,R5.2MAF,Consumption,billion US$2005/yr,1354.261,1755.140,2156.018,2674.929,3193.840,3782.151,4370.461,5076.292,5782.124,6525.217,7268.311,8012.096,8755.880,9377.552,9999.223,10576.498,11153.773,12022.990,12892.207
WITCH-GLOBIOM,SSP3-45,R5.2MAF,Consumption,billion US$2005/yr,1354.261,1793.805,2233.348,2830.829,3428.311,4120.704,4813.098,5589.294,6365.490,7264.465,8163.440,9275.846,10388.252,11810.706,13233.161,14896.554,16559.946,18321.627,20083.309
WITCH-GLOBIOM,SSP3-60,R5.2MAF,Consumption,billion US$2005/yr,1354.261,1797.233,2240.205,2851.624,3463.042,4171.764,4880.487,5674.604,6468.721,7391.691,8314.662,9456.519,10598.376,12047.031,13495.687,15236.002,16976.318,18969.519,20962.719
WITCH-GLOBIOM,SSP3-Baseline,R5.2MAF,Consumption,billion US$2005/yr,1354.261,1804.828,2255.394,2869.253,3483.111,4203.251,4923.392,5733.790,6544.188,7478.185,8412.182,9550.459,10688.735,12127.078,13565.421,15307.024,17048.626,19044.855,21041.083
WITCH-GLOBIOM,SSP4-19,R5.2MAF,Consumption,billion US$2005/yr,1416.601,1814.198,2211.795,2524.841,2837.886,3299.748,3761.610,4185.310,4609.010,5127.509,5646.009,6349.830,7053.652,7951.238,8848.823,10139.570,11430.316,12600.410,13770.504
WITCH-GLOBIOM,SSP4-26,R5.2MAF,Consumption,billion US$2005/yr,1416.601,1864.354,2312.107,2894.185,3476.263,4212.285,4948.307,5727.784,6507.260,7375.757,8244.254,9263.794,10283.333,11442.984,12602.634,13826.609,15050.585,16424.233,17797.882
WITCH-GLOBIOM,SSP4-34,R5.2MAF,Consumption,billion US$2005/yr,1416.601,1860.991,2305.381,2960.195,3615.009,4427.803,5240.598,6105.900,6971.202,7921.857,8872.512,9966.974,11061.437,12343.672,13625.907,15100.991,16576.075,18138.483,19700.890
WITCH-GLOBIOM,SSP4-45,R5.2MAF,Consumption,billion US$2005/yr,1416.601,1872.524,2328.447,3016.221,3703.995,4561.571,5419.147,6336.157,7253.166,8253.091,9253.015,10389.287,11525.559,12884.465,14243.371,15836.516,17429.661,19152.153,20874.645
WITCH-GLOBIOM,SSP4-60,R5.2MAF,Consumption,billion US$2005/yr,1416.601,1887.531,2358.461,3067.742,3777.023,4667.929,5558.836,6521.357,7483.879,8528.919,9573.959,10755.179,11936.400,13310.806,14685.212,16291.764,17898.316,19633.651,21368.987
WITCH-GLOBIOM,SSP4-Baseline,R5.2MAF,Consumption,billion US$2005/yr,1416.601,1894.185,2371.770,3075.525,3779.280,4660.308,5541.336,6499.481,7457.625,8496.870,9536.115,10711.483,11886.851,13265.239,14643.626,16251.379,17859.132,19604.009,21348.886
WITCH-GLOBIOM,SSP5-34,R5.2MAF,Consumption,billion US$2005/yr,1425.681,1981.453,2537.226,3530.547,4523.867,6498.106,8472.344,11425.578,14378.812,18608.403,22837.994,28196.747,33555.501,39777.616,45999.731,52954.113,59908.495,66329.362,72750.229
WITCH-GLOBIOM,SSP5-45,R5.2MAF,Consumption,billion US$2005/yr,1425.681,1960.637,2495.593,3531.090,4566.588,6550.693,8534.799,11496.569,14458.338,18730.096,23001.853,28689.077,34376.301,41265.963,48155.624,55835.907,63516.190,71321.827,79127.463
WITCH-GLOBIOM,SSP5-60,R5.2MAF,Consumption,billion US$2005/yr,1425.681,1954.215,2482.749,3535.528,4588.307,6570.440,8552.572,11526.729,14500.885,18841.104,23181.323,29028.821,34876.320,42127.834,49379.349,57703.112,66026.875,74671.047,83315.218
WITCH-GLOBIOM,SSP5-Baseline,R5.2MAF,Consumption,billion US$2005/yr,1425.681,1958.286,2490.892,3556.274,4621.657,6633.749,8645.842,11685.102,14724.362,19116.321,23508.280,29372.944,35237.607,42480.890,49724.172,57996.025,66267.877,74915.280,83562.683
AIM/CGE,SSP1-19,R5.2OECD,Consumption,billion US$2005/yr,27495.735,30768.171,34040.607,37887.488,41734.370,46032.803,50331.235,54585.514,58839.792,62939.358,67038.923,71392.098,75745.273,79856.065,83966.856,87796.694,91626.531,95140.381,98654.232
AIM/CGE,SSP1-26,R5.2OECD,Consumption,billion US$2005/yr,27496.475,30769.401,34042.328,38053.698,42065.069,46467.403,50869.738,55151.257,59432.776,63642.585,67852.394,72187.350,76522.305,80568.165,84614.025,88332.514,92051.003,95536.372,99021.741
AIM/CGE,SSP1-34,R5.2OECD,Consumption,billion US$2005/yr,27496.475,30769.401,34042.328,38076.769,42111.211,46615.143,51119.076,55445.833,59772.591,64026.825,68281.060,72671.047,77061.034,81175.046,85289.057,89107.525,92925.992,96462.789,99999.585
AIM/CGE,SSP1-45,R5.2OECD,Consumption,billion US$2005/yr,27496.475,30755.814,34015.154,38057.000,42098.847,46604.452,51110.057,55472.046,59834.036,64130.202,68426.369,72868.568,77310.767,81461.737,85612.707,89456.920,93301.133,96839.971,100378.810
AIM/CGE,SSP1-Baseline,R5.2OECD,Consumption,billion US$2005/yr,27495.377,30766.662,34037.947,38057.746,42077.545,46583.766,51089.986,55428.449,59766.912,64036.681,68306.450,72760.291,77214.133,81393.431,85572.729,89441.996,93311.263,96877.600,100443.937
AIM/CGE,SSP2-19,R5.2OECD,Consumption,billion US$2005/yr,27488.841,30647.343,33805.846,36815.393,39824.941,42771.885,45718.829,48790.198,51861.566,55059.435,58257.304,61813.703,65370.102,68841.630,72313.159,75854.924,79396.689,82978.507,86560.325
AIM/CGE,SSP2-26,R5.2OECD,Consumption,billion US$2005/yr,27488.503,30647.534,33806.565,36999.875,40193.186,43241.535,46289.885,49396.843,52503.800,55809.652,59115.505,62678.155,66240.804,69806.346,73371.887,76954.382,80536.877,84152.319,87767.761
AIM/CGE,SSP2-34,R5.2OECD,Consumption,billion US$2005/yr,27488.503,30647.534,33806.565,37076.563,40346.562,43478.512,46610.462,49739.196,52867.930,56168.810,59469.689,63109.566,66749.444,70366.654,73983.865,77596.926,81209.988,84764.042,88318.096
AIM/CGE,SSP2-45,R5.2OECD,Consumption,billion US$2005/yr,27488.503,30647.534,33806.565,37105.712,40404.859,43600.179,46795.500,49981.110,53166.720,56495.718,59824.716,63464.664,67104.612,70709.131,74313.649,77910.907,81508.165,85090.720,88673.275
AIM/CGE,SSP2-60,R5.2OECD,Consumption,billion US$2005/yr,27488.503,30647.534,33806.565,37102.924,40399.284,43601.189,46803.095,50002.552,53202.009,56578.929,59955.850,63676.281,67396.713,71063.069,74729.425,78364.629,81999.834,85636.703,89273.572
AIM/CGE,SSP2-Baseline,R5.2OECD,Consumption,billion US$2005/yr,27489.138,30652.782,33816.426,37103.469,40390.512,43588.571,46786.631,49995.432,53204.234,56601.221,59998.208,63727.474,67456.741,71140.814,74824.887,78472.359,82119.830,85752.709,89385.588
AIM/CGE,SSP3-34,R5.2OECD,Consumption,billion US$2005/yr,27485.265,30319.617,33153.968,35249.284,37344.601,38646.560,39948.520,40731.185,41513.851,41889.997,42266.144,42390.612,42515.080,42170.407,41825.734,41302.767,40779.801,40233.046,39686.290
AIM/CGE,SSP3-45,R5.2OECD,Consumption,billion US$2005/yr,27485.265,30319.617,33153.968,35326.031,37498.095,38886.782,40275.469,41056.158,41836.846,42175.800,42514.754,42675.250,42835.746,42556.388,42277.030,41791.185,41305.340,40724.529,40143.717
AIM/CGE,SSP3-60,R5.2OECD,Consumption,billion US$2005/yr,27485.265,30319.617,33153.968,35330.618,37507.268,38933.291,40359.314,41188.922,42018.530,42480.329,42942.128,43139.756,43337.384,43051.627,42765.871,42295.651,41825.431,41294.762,40764.093
AIM/CGE,SSP3-Baseline,R5.2OECD,Consumption,billion US$2005/yr,27485.355,30331.594,33177.833,35386.406,37594.979,39047.918,40500.858,41379.148,42257.439,42740.812,43224.185,43483.133,43742.081,43544.908,43347.735,42938.882,42530.030,42037.510,41544.991
AIM/CGE,SSP4-26,R5.2OECD,Consumption,billion US$2005/yr,27498.259,30616.384,33734.508,37474.850,41215.193,45115.880,49016.567,52596.687,56176.807,59608.639,63040.472,66430.448,69820.424,72734.659,75648.893,78264.797,80880.700,83228.191,85575.683
AIM/CGE,SSP4-34,R5.2OECD,Consumption,billion US$2005/yr,27498.259,30616.384,33734.508,37512.314,41290.121,45259.714,49229.306,52822.535,56415.765,59848.884,63282.004,66692.415,70102.826,73020.175,75937.523,78542.915,81148.306,83481.818,85815.331
AIM/CGE,SSP4-45,R5.2OECD,Consumption,billion US$2005/yr,27498.259,30616.384,33734.508,37514.132,41293.755,45295.160,49296.565,52918.999,56541.433,60005.293,63469.153,66904.624,70340.094,73254.815,76169.536,78764.845,81360.153,83670.101,85980.048
AIM/CGE,SSP4-Baseline,R5.2OECD,Consumption,billion US$2005/yr,27496.562,30608.914,33721.266,37481.820,41242.374,45230.625,49218.876,52820.490,56422.104,59866.576,63311.048,66744.922,70178.797,73114.028,76049.259,78648.795,81248.331,83558.452,85868.573
AIM/CGE,SSP5-26,R5.2OECD,Consumption,billion US$2005/yr,27490.868,31023.207,34555.546,39828.731,45101.917,52074.303,59046.689,67324.527,75602.365,85559.950,95517.536,107919.725,120321.915,135171.596,150021.276,167381.919,184742.562,205120.153,225497.743
AIM/CGE,SSP5-34,R5.2OECD,Consumption,billion US$2005/yr,27490.868,31023.207,34555.546,40015.651,45475.755,52669.602,59863.449,68240.530,76617.612,86694.655,96771.698,109372.709,121973.720,136985.464,151997.208,169501.798,187006.387,207494.275,227982.163
AIM/CGE,SSP5-45,R5.2OECD,Consumption,billion US$2005/yr,27490.868,31023.207,34555.546,40063.982,45572.417,52861.172,60149.926,68532.133,76914.341,87082.219,97250.097,109972.073,122694.050,137911.151,153128.252,170732.591,188336.930,208947.413,229557.897
AIM/CGE,SSP5-60,R5.2OECD,Consumption,billion US$2005/yr,27490.868,31023.207,34555.546,40070.047,45584.549,52896.787,60209.025,68665.405,77121.785,87346.169,97570.554,110362.081,123153.609,138422.379,153691.149,171444.099,189197.050,209981.256,230765.462
AIM/CGE,SSP5-Baseline,R5.2OECD,Consumption,billion US$2005/yr,27490.280,31029.556,34568.833,40088.743,45608.654,52983.218,60357.783,68916.732,77475.682,87828.808,98181.935,111093.638,124005.341,139436.424,154867.508,172788.149,190708.791,211693.991,232679.191
IMAGE,SSP1-19,R5.2OECD,Consumption,billion US$2005/yr,21882.486,24345.770,26809.054,29984.142,33159.231,36772.359,40385.488,43969.814,47554.141,50945.762,54337.383,57832.288,61327.193,64548.330,67769.466,70707.557,73645.647,76315.543,78985.440
IMAGE,SSP1-26,R5.2OECD,Consumption,billion US$2005/yr,21882.486,24345.770,26809.054,29984.142,33159.231,36772.359,40385.488,43969.814,47554.141,50945.762,54337.383,57832.288,61327.193,64548.330,67769.466,70707.557,73645.647,76315.543,78985.440
IMAGE,SSP1-34,R5.2OECD,Consumption,billion US$2005/yr,21882.486,24345.770,26809.054,29984.142,33159.231,36772.359,40385.488,43969.814,47554.141,50945.762,54337.383,57832.288,61327.193,64548.330,67769.466,70707.557,73645.647,76315.543,78985.440
IMAGE,SSP1-45,R5.2OECD,Consumption,billion US$2005/yr,21882.486,24345.770,26809.054,29984.142,33159.231,36772.359,40385.488,43969.814,47554.141,50945.762,54337.383,57832.288,61327.193,64548.330,67769.466,70707.557,73645.647,76315.543,78985.440
IMAGE,SSP1-Baseline,R5.2OECD,Consumption,billion US$2005/yr,21882.486,24345.770,26809.054,29984.142,33159.231,36772.359,40385.488,43969.814,47554.141,50945.762,54337.383,57832.288,61327.193,64548.330,67769.466,70707.557,73645.647,76315.543,78985.440
IMAGE,SSP2-26,R5.2OECD,Consumption,billion US$2005/yr,21882.486,24270.097,26657.708,29248.846,31839.984,34413.792,36987.600,39686.788,42385.975,45129.655,47873.335,50867.813,53862.292,56804.107,59745.923,62645.630,65545.338,68419.713,71294.088
IMAGE,SSP2-34,R5.2OECD,Consumption,billion US$2005/yr,21882.486,24270.097,26657.708,29248.846,31839.984,34413.792,36987.600,39686.788,42385.975,45129.655,47873.335,50867.813,53862.292,56804.107,59745.923,62645.630,65545.338,68419.713,71294.088
IMAGE,SSP2-45,R5.2OECD,Consumption,billion US$2005/yr,21882.486,24270.097,26657.708,29248.846,31839.984,34413.792,36987.600,39686.788,42385.975,45129.655,47873.335,50867.813,53862.292,56804.107,59745.923,62645.630,65545.338,68419.713,71294.088
IMAGE,SSP2-60,R5.2OECD,Consumption,billion US$2005/yr,21882.486,24270.097,26657.708,29248.846,31839.984,34413.792,36987.600,39686.788,42385.975,45129.655,47873.335,50867.813,53862.292,56804.107,59745.923,62645.630,65545.338,68419.713,71294.088
IMAGE,SSP2-Baseline,R5.2OECD,Consumption,billion US$2005/yr,21882.486,24270.097,26657.708,29248.846,31839.984,34413.792,36987.600,39686.788,42385.975,45129.655,47873.335,50867.813,53862.292,56804.107,59745.923,62645.630,65545.338,68419.713,71294.088
IMAGE,SSP3-34,R5.2OECD,Consumption,billion US$2005/yr,21882.486,24009.776,26137.066,27901.646,29666.227,30878.914,32091.601,32944.030,33796.459,34250.297,34704.134,34980.139,35256.144,35166.527,35076.909,34815.719,34554.528,34231.643,33908.757
IMAGE,SSP3-45,R5.2OECD,Consumption,billion US$2005/yr,21882.486,24009.776,26137.066,27901.646,29666.227,30878.914,32091.601,32944.030,33796.459,34250.297,34704.134,34980.139,35256.144,35166.527,35076.909,34815.719,34554.528,34231.643,33908.757
IMAGE,SSP3-60,R5.2OECD,Consumption,billion US$2005/yr,21882.486,24009.776,26137.066,27901.646,29666.227,30878.914,32091.601,32944.030,33796.459,34250.297,34704.134,34980.139,35256.144,35166.527,35076.909,34815.719,34554.528,34231.643,33908.757
